row_in_metadata,identifier,succeeded,message
250,swva_fchs_2020.006.082,True,Row 250: swva_fchs_2020.006.082 has been successfully imported. Succeeded: True
251,swva_fchs_2020.006.083,True,Row 251: swva_fchs_2020.006.083 has been successfully imported. Succeeded: True
252,swva_fchs_2020.006.084,True,Row 252: swva_fchs_2020.006.084 has been successfully imported. Succeeded: True
253,swva_fchs_2020.006.085,True,Row 253: swva_fchs_2020.006.085 has been successfully imported. Succeeded: True
254,swva_fchs_2020.006.086,True,Row 254: swva_fchs_2020.006.086 has been successfully imported. Succeeded: True
255,swva_fchs_2020.006.087,True,Row 255: swva_fchs_2020.006.087 has been successfully imported. Succeeded: True
256,swva_fchs_2020.006.088,True,Row 256: swva_fchs_2020.006.088 has been successfully imported. Succeeded: True
257,swva_fchs_2020.006.089,True,Row 257: swva_fchs_2020.006.089 has been successfully imported. Succeeded: True
258,swva_fchs_2020.006.090,True,Row 258: swva_fchs_2020.006.090 has been successfully imported. Succeeded: True
259,swva_fchs_2020.006.091,True,Row 259: swva_fchs_2020.006.091 has been successfully imported. Succeeded: True
260,swva_fchs_2020.006.092,True,Row 260: swva_fchs_2020.006.092 has been successfully imported. Succeeded: True
261,swva_fchs_2020.006.093,True,Row 261: swva_fchs_2020.006.093 has been successfully imported. Succeeded: True
262,swva_fchs_2020.006.094,True,Row 262: swva_fchs_2020.006.094 has been successfully imported. Succeeded: True
263,swva_fchs_2020.006.095,True,Row 263: swva_fchs_2020.006.095 has been successfully imported. Succeeded: True
264,swva_fchs_2020.006.096,True,Row 264: swva_fchs_2020.006.096 has been successfully imported. Succeeded: True
265,swva_fchs_2020.006.097,True,Row 265: swva_fchs_2020.006.097 has been successfully imported. Succeeded: True
266,swva_fchs_2020.006.098,True,Row 266: swva_fchs_2020.006.098 has been successfully imported. Succeeded: True
267,swva_fchs_2020.006.099,True,Row 267: swva_fchs_2020.006.099 has been successfully imported. Succeeded: True
268,swva_fchs_2020.006.100,True,Row 268: swva_fchs_2020.006.100 has been successfully imported. Succeeded: True
269,swva_fchs_2020.006.101,True,Row 269: swva_fchs_2020.006.101 has been successfully imported. Succeeded: True
270,swva_fchs_2020.006.102,True,Row 270: swva_fchs_2020.006.102 has been successfully imported. Succeeded: True
271,swva_fchs_2020.006.103,True,Row 271: swva_fchs_2020.006.103 has been successfully imported. Succeeded: True
272,swva_fchs_2020.006.104,True,Row 272: swva_fchs_2020.006.104 has been successfully imported. Succeeded: True
273,swva_fchs_2020.006.105,True,Row 273: swva_fchs_2020.006.105 has been successfully imported. Succeeded: True
274,swva_fchs_2020.006.106,True,Row 274: swva_fchs_2020.006.106 has been successfully imported. Succeeded: True
275,swva_fchs_2020.006.107,True,Row 275: swva_fchs_2020.006.107 has been successfully imported. Succeeded: True
276,swva_fchs_2020.006.108,True,Row 276: swva_fchs_2020.006.108 has been successfully imported. Succeeded: True
277,swva_fchs_2020.006.109,True,Row 277: swva_fchs_2020.006.109 has been successfully imported. Succeeded: True
278,swva_fchs_2020.006.110,True,Row 278: swva_fchs_2020.006.110 has been successfully imported. Succeeded: True
279,swva_fchs_2020.006.111,True,Row 279: swva_fchs_2020.006.111 has been successfully imported. Succeeded: True
280,swva_fchs_2020.006.112,True,Row 280: swva_fchs_2020.006.112 has been successfully imported. Succeeded: True
281,swva_fchs_2020.006.113,True,Row 281: swva_fchs_2020.006.113 has been successfully imported. Succeeded: True
282,swva_fchs_2020.006.114,True,Row 282: swva_fchs_2020.006.114 has been successfully imported. Succeeded: True
283,swva_fchs_2020.006.115,True,Row 283: swva_fchs_2020.006.115 has been successfully imported. Succeeded: True
284,swva_fchs_2020.006.116,True,Row 284: swva_fchs_2020.006.116 has been successfully imported. Succeeded: True
285,swva_fchs_2020.006.117,True,Row 285: swva_fchs_2020.006.117 has been successfully imported. Succeeded: True
286,swva_fchs_2020.006.118,True,Row 286: swva_fchs_2020.006.118 has been successfully imported. Succeeded: True
287,swva_fchs_2020.006.119,True,Row 287: swva_fchs_2020.006.119 has been successfully imported. Succeeded: True
288,swva_fchs_2020.006.120,True,Row 288: swva_fchs_2020.006.120 has been successfully imported. Succeeded: True
289,swva_fchs_2020.006.121,True,Row 289: swva_fchs_2020.006.121 has been successfully imported. Succeeded: True
290,swva_fchs_2020.006.122,True,Row 290: swva_fchs_2020.006.122 has been successfully imported. Succeeded: True
291,swva_fchs_2020.006.123,True,Row 291: swva_fchs_2020.006.123 has been successfully imported. Succeeded: True
292,swva_fchs_2020.006.124,True,Row 292: swva_fchs_2020.006.124 has been successfully imported. Succeeded: True
293,swva_fchs_2020.006.125,True,Row 293: swva_fchs_2020.006.125 has been successfully imported. Succeeded: True
294,swva_fchs_2020.006.126,True,Row 294: swva_fchs_2020.006.126 has been successfully imported. Succeeded: True
295,swva_fchs_2020.006.127,True,Row 295: swva_fchs_2020.006.127 has been successfully imported. Succeeded: True
296,swva_fchs_2020.006.128,True,Row 296: swva_fchs_2020.006.128 has been successfully imported. Succeeded: True
297,swva_fchs_2020.006.129,True,Row 297: swva_fchs_2020.006.129 has been successfully imported. Succeeded: True
298,swva_fchs_2020.006.130,True,Row 298: swva_fchs_2020.006.130 has been successfully imported. Succeeded: True
299,swva_fchs_2020.006.131,True,Row 299: swva_fchs_2020.006.131 has been successfully imported. Succeeded: True
300,swva_fchs_2020.006.132,True,Row 300: swva_fchs_2020.006.132 has been successfully imported. Succeeded: True
301,swva_fchs_2020.006.133,True,Row 301: swva_fchs_2020.006.133 has been successfully imported. Succeeded: True
302,swva_fchs_2020.006.134,True,Row 302: swva_fchs_2020.006.134 has been successfully imported. Succeeded: True
303,swva_fchs_2020.006.135,True,Row 303: swva_fchs_2020.006.135 has been successfully imported. Succeeded: True
304,swva_fchs_2020.006.136,True,Row 304: swva_fchs_2020.006.136 has been successfully imported. Succeeded: True
305,swva_fchs_2020.006.137,True,Row 305: swva_fchs_2020.006.137 has been successfully imported. Succeeded: True
306,swva_fchs_2020.006.138,True,Row 306: swva_fchs_2020.006.138 has been successfully imported. Succeeded: True
307,swva_fchs_2020.006.139,True,Row 307: swva_fchs_2020.006.139 has been successfully imported. Succeeded: True
308,swva_fchs_2020.006.140,True,Row 308: swva_fchs_2020.006.140 has been successfully imported. Succeeded: True
309,swva_fchs_2020.006.141,True,Row 309: swva_fchs_2020.006.141 has been successfully imported. Succeeded: True
310,swva_fchs_2020.006.142,True,Row 310: swva_fchs_2020.006.142 has been successfully imported. Succeeded: True
311,swva_fchs_2020.006.143,True,Row 311: swva_fchs_2020.006.143 has been successfully imported. Succeeded: True
312,swva_fchs_2020.006.144,True,Row 312: swva_fchs_2020.006.144 has been successfully imported. Succeeded: True
313,swva_fchs_2020.006.145,True,Row 313: swva_fchs_2020.006.145 has been successfully imported. Succeeded: True
314,swva_fchs_2020.006.146,True,Row 314: swva_fchs_2020.006.146 has been successfully imported. Succeeded: True
315,swva_fchs_2020.006.147,True,Row 315: swva_fchs_2020.006.147 has been successfully imported. Succeeded: True
316,swva_fchs_2020.006.148,True,Row 316: swva_fchs_2020.006.148 has been successfully imported. Succeeded: True
317,swva_fchs_2020.006.149,True,Row 317: swva_fchs_2020.006.149 has been successfully imported. Succeeded: True
318,swva_fchs_2020.006.150,True,Row 318: swva_fchs_2020.006.150 has been successfully imported. Succeeded: True
319,swva_fchs_2020.006.151,True,Row 319: swva_fchs_2020.006.151 has been successfully imported. Succeeded: True
320,swva_fchs_2020.006.152,True,Row 320: swva_fchs_2020.006.152 has been successfully imported. Succeeded: True
321,swva_fchs_2020.006.153,True,Row 321: swva_fchs_2020.006.153 has been successfully imported. Succeeded: True
322,swva_fchs_2020.006.154,True,Row 322: swva_fchs_2020.006.154 has been successfully imported. Succeeded: True
323,swva_fchs_2020.006.155,True,Row 323: swva_fchs_2020.006.155 has been successfully imported. Succeeded: True
324,swva_fchs_2020.006.156,True,Row 324: swva_fchs_2020.006.156 has been successfully imported. Succeeded: True
325,swva_fchs_2020.006.157,True,Row 325: swva_fchs_2020.006.157 has been successfully imported. Succeeded: True
326,swva_fchs_2020.006.158,True,Row 326: swva_fchs_2020.006.158 has been successfully imported. Succeeded: True
327,swva_fchs_2020.006.159,True,Row 327: swva_fchs_2020.006.159 has been successfully imported. Succeeded: True
328,swva_fchs_2020.006.160,True,Row 328: swva_fchs_2020.006.160 has been successfully imported. Succeeded: True
329,swva_fchs_2020.006.161,True,Row 329: swva_fchs_2020.006.161 has been successfully imported. Succeeded: True
330,swva_fchs_2020.006.162,True,Row 330: swva_fchs_2020.006.162 has been successfully imported. Succeeded: True
331,swva_fchs_2020.006.163,True,Row 331: swva_fchs_2020.006.163 has been successfully imported. Succeeded: True
332,swva_fchs_2020.010.001,True,Row 332: swva_fchs_2020.010.001 has been successfully imported. Succeeded: True
333,swva_fchs_2020.012.001,True,Row 333: swva_fchs_2020.012.001 has been successfully imported. Succeeded: True
334,swva_fchs_2020.013.001,True,Row 334: swva_fchs_2020.013.001 has been successfully imported. Succeeded: True
335,swva_fchs_2020.014.001,True,Row 335: swva_fchs_2020.014.001 has been successfully imported. Succeeded: True
336,swva_fchs_2020.014.002,True,Row 336: swva_fchs_2020.014.002 has been successfully imported. Succeeded: True
337,swva_fchs_2020.014.003,True,Row 337: swva_fchs_2020.014.003 has been successfully imported. Succeeded: True
338,swva_fchs_2020.014.004,True,Row 338: swva_fchs_2020.014.004 has been successfully imported. Succeeded: True
339,swva_fchs_2020.014.005,True,Row 339: swva_fchs_2020.014.005 has been successfully imported. Succeeded: True
340,swva_fchs_2020.016.001,True,Row 340: swva_fchs_2020.016.001 has been successfully imported. Succeeded: True
341,swva_fchs_2020.016.002,True,Row 341: swva_fchs_2020.016.002 has been successfully imported. Succeeded: True
342,swva_fchs_2020.016.003,True,Row 342: swva_fchs_2020.016.003 has been successfully imported. Succeeded: True
343,swva_fchs_2020.016.004,True,Row 343: swva_fchs_2020.016.004 has been successfully imported. Succeeded: True
344,swva_fchs_2020.016.007,True,Row 344: swva_fchs_2020.016.007 has been successfully imported. Succeeded: True
345,swva_fchs_2020.016.008,True,Row 345: swva_fchs_2020.016.008 has been successfully imported. Succeeded: True
346,swva_fchs_2020.016.009,True,Row 346: swva_fchs_2020.016.009 has been successfully imported. Succeeded: True
347,swva_fchs_2020.016.010,True,Row 347: swva_fchs_2020.016.010 has been successfully imported. Succeeded: True
348,swva_fchs_2020.016.011,True,Row 348: swva_fchs_2020.016.011 has been successfully imported. Succeeded: True
349,swva_fchs_2020.016.012,True,Row 349: swva_fchs_2020.016.012 has been successfully imported. Succeeded: True
350,swva_fchs_2020.016.013,True,Row 350: swva_fchs_2020.016.013 has been successfully imported. Succeeded: True
351,swva_fchs_2020.016.014,True,Row 351: swva_fchs_2020.016.014 has been successfully imported. Succeeded: True
352,swva_fchs_2020.016.015,True,Row 352: swva_fchs_2020.016.015 has been successfully imported. Succeeded: True
353,swva_fchs_2020.016.031,True,Row 353: swva_fchs_2020.016.031 has been successfully imported. Succeeded: True
354,swva_fchs_2021.002.001,True,Row 354: swva_fchs_2021.002.001 has been successfully imported. Succeeded: True
355,swva_fchs_2021.005.001,True,Row 355: swva_fchs_2021.005.001 has been successfully imported. Succeeded: True
356,swva_fchs_2021.005.002,True,Row 356: swva_fchs_2021.005.002 has been successfully imported. Succeeded: True
357,swva_fchs_2021.006.001,True,Row 357: swva_fchs_2021.006.001 has been successfully imported. Succeeded: True
358,swva_fchs_2021.008.001,True,Row 358: swva_fchs_2021.008.001 has been successfully imported. Succeeded: True
359,swva_fchs_2021.009.001,True,Row 359: swva_fchs_2021.009.001 has been successfully imported. Succeeded: True
360,swva_fchs_2021.009.002,True,Row 360: swva_fchs_2021.009.002 has been successfully imported. Succeeded: True
361,swva_fchs_2021.010.001,True,Row 361: swva_fchs_2021.010.001 has been successfully imported. Succeeded: True
362,swva_fchs_2021.011.001,True,Row 362: swva_fchs_2021.011.001 has been successfully imported. Succeeded: True
363,swva_fchs_2021.011.002,True,Row 363: swva_fchs_2021.011.002 has been successfully imported. Succeeded: True
364,swva_fchs_2021.011.003,True,Row 364: swva_fchs_2021.011.003 has been successfully imported. Succeeded: True
365,swva_fchs_2021.011.004,True,Row 365: swva_fchs_2021.011.004 has been successfully imported. Succeeded: True
366,swva_fchs_2021.011.005,True,Row 366: swva_fchs_2021.011.005 has been successfully imported. Succeeded: True
367,swva_fchs_2021.011.006,True,Row 367: swva_fchs_2021.011.006 has been successfully imported. Succeeded: True
368,swva_fchs_2021.011.007,True,Row 368: swva_fchs_2021.011.007 has been successfully imported. Succeeded: True
369,swva_fchs_2021.011.008,True,Row 369: swva_fchs_2021.011.008 has been successfully imported. Succeeded: True
370,swva_fchs_2021.011.009,True,Row 370: swva_fchs_2021.011.009 has been successfully imported. Succeeded: True
371,swva_fchs_2021.011.010,True,Row 371: swva_fchs_2021.011.010 has been successfully imported. Succeeded: True
372,swva_fchs_2021.011.011,True,Row 372: swva_fchs_2021.011.011 has been successfully imported. Succeeded: True
373,swva_fchs_2021.011.012,True,Row 373: swva_fchs_2021.011.012 has been successfully imported. Succeeded: True
374,swva_fchs_2021.011.013,True,Row 374: swva_fchs_2021.011.013 has been successfully imported. Succeeded: True
375,swva_fchs_2021.011.014,True,Row 375: swva_fchs_2021.011.014 has been successfully imported. Succeeded: True
376,swva_fchs_2021.011.015,True,Row 376: swva_fchs_2021.011.015 has been successfully imported. Succeeded: True
377,swva_fchs_2021.011.016,True,Row 377: swva_fchs_2021.011.016 has been successfully imported. Succeeded: True
378,swva_fchs_2021.011.017,True,Row 378: swva_fchs_2021.011.017 has been successfully imported. Succeeded: True
379,swva_fchs_2021.011.018,True,Row 379: swva_fchs_2021.011.018 has been successfully imported. Succeeded: True
380,swva_fchs_2021.011.019,True,Row 380: swva_fchs_2021.011.019 has been successfully imported. Succeeded: True
381,swva_fchs_2021.011.020,True,Row 381: swva_fchs_2021.011.020 has been successfully imported. Succeeded: True
382,swva_fchs_2021.011.021,True,Row 382: swva_fchs_2021.011.021 has been successfully imported. Succeeded: True
383,swva_fchs_2021.011.022,True,Row 383: swva_fchs_2021.011.022 has been successfully imported. Succeeded: True
384,swva_fchs_2021.011.023,True,Row 384: swva_fchs_2021.011.023 has been successfully imported. Succeeded: True
385,swva_fchs_2021.011.024,True,Row 385: swva_fchs_2021.011.024 has been successfully imported. Succeeded: True
386,swva_fchs_2021.011.025,True,Row 386: swva_fchs_2021.011.025 has been successfully imported. Succeeded: True
387,swva_fchs_2021.011.026,True,Row 387: swva_fchs_2021.011.026 has been successfully imported. Succeeded: True
388,swva_fchs_2021.011.027,True,Row 388: swva_fchs_2021.011.027 has been successfully imported. Succeeded: True
389,swva_fchs_2021.011.028,False,Error Row 389: manifest.json not found for Archive swva_fchs_2021.011.028 in s3 bucket. Succeeded: False
390,swva_fchs_2021.011.029,True,Row 390: swva_fchs_2021.011.029 has been successfully imported. Succeeded: True
391,swva_fchs_2021.011.030,True,Row 391: swva_fchs_2021.011.030 has been successfully imported. Succeeded: True
392,swva_fchs_2021.011.031,True,Row 392: swva_fchs_2021.011.031 has been successfully imported. Succeeded: True
393,swva_fchs_2021.011.032,True,Row 393: swva_fchs_2021.011.032 has been successfully imported. Succeeded: True
394,swva_fchs_2021.012.001,True,Row 394: swva_fchs_2021.012.001 has been successfully imported. Succeeded: True
395,swva_fchs_2021.026.001,True,Row 395: swva_fchs_2021.026.001 has been successfully imported. Succeeded: True
396,swva_fchs_2021.030.002,True,Row 396: swva_fchs_2021.030.002 has been successfully imported. Succeeded: True
397,swva_fchs_2021.030.003,True,Row 397: swva_fchs_2021.030.003 has been successfully imported. Succeeded: True
398,swva_fchs_2021.030.004,True,Row 398: swva_fchs_2021.030.004 has been successfully imported. Succeeded: True
399,swva_fchs_2021.030.005,True,Row 399: swva_fchs_2021.030.005 has been successfully imported. Succeeded: True
400,swva_fchs_2021.030.006,True,Row 400: swva_fchs_2021.030.006 has been successfully imported. Succeeded: True
401,swva_fchs_2021.030.007,True,Row 401: swva_fchs_2021.030.007 has been successfully imported. Succeeded: True
402,swva_fchs_2021.030.008,True,Row 402: swva_fchs_2021.030.008 has been successfully imported. Succeeded: True
403,swva_fchs_2021.030.009,True,Row 403: swva_fchs_2021.030.009 has been successfully imported. Succeeded: True
404,swva_fchs_2021.030.010,True,Row 404: swva_fchs_2021.030.010 has been successfully imported. Succeeded: True
405,swva_fchs_2021.030.011,True,Row 405: swva_fchs_2021.030.011 has been successfully imported. Succeeded: True
406,swva_fchs_2021.030.012,True,Row 406: swva_fchs_2021.030.012 has been successfully imported. Succeeded: True
407,swva_fchs_2021.030.013,True,Row 407: swva_fchs_2021.030.013 has been successfully imported. Succeeded: True
408,swva_fchs_2021.030.014,True,Row 408: swva_fchs_2021.030.014 has been successfully imported. Succeeded: True
409,swva_fchs_2021.030.015,True,Row 409: swva_fchs_2021.030.015 has been successfully imported. Succeeded: True
410,swva_fchs_2021.030.016,True,Row 410: swva_fchs_2021.030.016 has been successfully imported. Succeeded: True
411,swva_fchs_2021.030.017,True,Row 411: swva_fchs_2021.030.017 has been successfully imported. Succeeded: True
412,swva_fchs_2021.030.019,True,Row 412: swva_fchs_2021.030.019 has been successfully imported. Succeeded: True
413,swva_fchs_2021.030.020,True,Row 413: swva_fchs_2021.030.020 has been successfully imported. Succeeded: True
414,swva_fchs_2021.030.218,True,Row 414: swva_fchs_2021.030.218 has been successfully imported. Succeeded: True
415,swva_fchs_2021.035.001,True,Row 415: swva_fchs_2021.035.001 has been successfully imported. Succeeded: True
416,swva_fchs_2021.036.001,True,Row 416: swva_fchs_2021.036.001 has been successfully imported. Succeeded: True
417,swva_fchs_2021.036.002,True,Row 417: swva_fchs_2021.036.002 has been successfully imported. Succeeded: True
418,swva_fchs_2021.036.003,True,Row 418: swva_fchs_2021.036.003 has been successfully imported. Succeeded: True
419,swva_fchs_2021.036.004,True,Row 419: swva_fchs_2021.036.004 has been successfully imported. Succeeded: True
420,swva_fchs_2022.005.001,True,Row 420: swva_fchs_2022.005.001 has been successfully imported. Succeeded: True
421,swva_fchs_2022.009.001,True,Row 421: swva_fchs_2022.009.001 has been successfully imported. Succeeded: True
422,swva_fchs_2022.013.001,True,Row 422: swva_fchs_2022.013.001 has been successfully imported. Succeeded: True
423,swva_fchs_2022.014.001,True,Row 423: swva_fchs_2022.014.001 has been successfully imported. Succeeded: True
424,swva_fchs_2022.014.002,True,Row 424: swva_fchs_2022.014.002 has been successfully imported. Succeeded: True
425,swva_fchs_2022.014.003,True,Row 425: swva_fchs_2022.014.003 has been successfully imported. Succeeded: True
426,swva_fchs_2022.016.001,True,Row 426: swva_fchs_2022.016.001 has been successfully imported. Succeeded: True
427,swva_fchs_2022.019.001,True,Row 427: swva_fchs_2022.019.001 has been successfully imported. Succeeded: True
428,swva_fchs_2022.021.001,False,Error Row 428: manifest.json not found for Archive swva_fchs_2022.021.001 in s3 bucket. Succeeded: False
429,swva_fchs_2022.023.001,False,Error Row 429: manifest.json not found for Archive swva_fchs_2022.023.001 in s3 bucket. Succeeded: False
430,swva_fchs_2023.002.001,False,Error Row 430: manifest.json not found for Archive swva_fchs_2023.002.001 in s3 bucket. Succeeded: False
431,swva_fchs_2023.002.002,False,Error Row 431: manifest.json not found for Archive swva_fchs_2023.002.002 in s3 bucket. Succeeded: False
432,swva_fchs_2023.003.001,False,Error Row 432: manifest.json not found for Archive swva_fchs_2023.003.001 in s3 bucket. Succeeded: False
433,swva_fchs_2023.007.007,False,Error Row 433: manifest.json not found for Archive swva_fchs_2023.007.007 in s3 bucket. Succeeded: False
434,swva_fchs_2023.010.010,False,Error Row 434: manifest.json not found for Archive swva_fchs_2023.010.010 in s3 bucket. Succeeded: False
435,swva_fchs_2023.021.001,False,Error Row 435: manifest.json not found for Archive swva_fchs_2023.021.001 in s3 bucket. Succeeded: False
436,swva_fchs_2023.021.002,False,Error Row 436: manifest.json not found for Archive swva_fchs_2023.021.002 in s3 bucket. Succeeded: False
437,swva_fchs_2023.021.003,False,Error Row 437: manifest.json not found for Archive swva_fchs_2023.021.003 in s3 bucket. Succeeded: False
438,swva_fchs_2023.021.004,False,Error Row 438: manifest.json not found for Archive swva_fchs_2023.021.004 in s3 bucket. Succeeded: False
439,swva_fchs_2023.021.005,False,Error Row 439: manifest.json not found for Archive swva_fchs_2023.021.005 in s3 bucket. Succeeded: False
440,swva_fchs_2023.021.006,False,Error Row 440: manifest.json not found for Archive swva_fchs_2023.021.006 in s3 bucket. Succeeded: False
441,swva_fchs_2023.021.007,False,Error Row 441: manifest.json not found for Archive swva_fchs_2023.021.007 in s3 bucket. Succeeded: False
442,swva_fchs_2023.021.008,False,Error Row 442: manifest.json not found for Archive swva_fchs_2023.021.008 in s3 bucket. Succeeded: False
443,swva_fchs_2023.021.009,False,Error Row 443: manifest.json not found for Archive swva_fchs_2023.021.009 in s3 bucket. Succeeded: False
444,swva_fchs_2023.021.010,False,Error Row 444: manifest.json not found for Archive swva_fchs_2023.021.010 in s3 bucket. Succeeded: False
445,swva_fchs_2023.021.011,False,Error Row 445: manifest.json not found for Archive swva_fchs_2023.021.011 in s3 bucket. Succeeded: False
446,swva_fchs_2023.021.012,False,Error Row 446: manifest.json not found for Archive swva_fchs_2023.021.012 in s3 bucket. Succeeded: False
447,swva_fchs_201902.001,False,Error Row 447: manifest.json not found for Archive swva_fchs_201902.001 in s3 bucket. Succeeded: False
448,swva_fchs_201904.001,False,Error Row 448: manifest.json not found for Archive swva_fchs_201904.001 in s3 bucket. Succeeded: False
449,swva_fchs_2020004.001,False,Error Row 449: manifest.json not found for Archive swva_fchs_2020004.001 in s3 bucket. Succeeded: False
450,swva_fchs_202102.001,True,Row 450: swva_fchs_202102.001 has been successfully imported. Succeeded: True
451,swva_fchs_202109.001,False,Error Row 451: manifest.json not found for Archive swva_fchs_202109.001 in s3 bucket. Succeeded: False
452,swva_fchs_202111.001,False,Error Row 452: manifest.json not found for Archive swva_fchs_202111.001 in s3 bucket. Succeeded: False
453,swva_fchs_202112.001,False,Error Row 453: manifest.json not found for Archive swva_fchs_202112.001 in s3 bucket. Succeeded: False
454,swva_fchs_2022005.001,True,Row 454: swva_fchs_2022005.001 has been successfully imported. Succeeded: True
455,swva_fchs_2022005.002,True,Row 455: swva_fchs_2022005.002 has been successfully imported. Succeeded: True
456,swva_fchs_2022005.003,True,Row 456: swva_fchs_2022005.003 has been successfully imported. Succeeded: True
457,swva_fchs_2022005.004,True,Row 457: swva_fchs_2022005.004 has been successfully imported. Succeeded: True
458,swva_fchs_2023003.001,False,Error Row 458: manifest.json not found for Archive swva_fchs_2023003.001 in s3 bucket. Succeeded: False
459,swva_fchs_2023003.002,False,Error Row 459: manifest.json not found for Archive swva_fchs_2023003.002 in s3 bucket. Succeeded: False
460,swva_fchs_2023003.003,False,Error Row 460: manifest.json not found for Archive swva_fchs_2023003.003 in s3 bucket. Succeeded: False
461,swva_fchs_2023005.001,False,Error Row 461: manifest.json not found for Archive swva_fchs_2023005.001 in s3 bucket. Succeeded: False
462,swva_fchs_2023005.002,False,Error Row 462: manifest.json not found for Archive swva_fchs_2023005.002 in s3 bucket. Succeeded: False
463,swva_fchs_2023005.003,False,Error Row 463: manifest.json not found for Archive swva_fchs_2023005.003 in s3 bucket. Succeeded: False
464,swva_fchs_2023006.001,False,Error Row 464: manifest.json not found for Archive swva_fchs_2023006.001 in s3 bucket. Succeeded: False
465,swva_fchs_2023007.001,False,Error Row 465: manifest.json not found for Archive swva_fchs_2023007.001 in s3 bucket. Succeeded: False
466,swva_fchs_2023007.002,False,Error Row 466: manifest.json not found for Archive swva_fchs_2023007.002 in s3 bucket. Succeeded: False
467,swva_fchs_2023009.001,False,Error Row 467: manifest.json not found for Archive swva_fchs_2023009.001 in s3 bucket. Succeeded: False
468,swva_fchs_2023010.001,False,Error Row 468: manifest.json not found for Archive swva_fchs_2023010.001 in s3 bucket. Succeeded: False
469,swva_fchs_2023011.001,False,Error Row 469: manifest.json not found for Archive swva_fchs_2023011.001 in s3 bucket. Succeeded: False
470,swva_fchs_2023012.001,False,Error Row 470: manifest.json not found for Archive swva_fchs_2023012.001 in s3 bucket. Succeeded: False
471,swva_fchs_L2020002.001,True,Row 471: swva_fchs_L2020002.001 has been successfully imported. Succeeded: True
