identifier,title,creator,description,start_date,end_date,display_date,language,subject,is part of,rights,rights holder,bibliographic citation,source ,provenance
LD5655.V8.T5,The Tin Horn,Virginia Polytechnic Institute,"Early women students at Virginia Polytechnic Institute (VPI) were not allowed to be in The Bugle yearbook. For several years after they were first admitted, they produced their own yearbook, called The Tin Horn. Four issues of The Tin Horn were published. The 1925 and 1929 issues were produced by hand. Issues in 1930 and 1931 were published by professional printers.",1925,1931,1925-1931,English,University Archives,,"No Copyright - United States: The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. <a href=""http://rightsstatements.org/vocab/NoC-US/1.0/"">http://rightsstatements.org/vocab/NoC-US/1.0/</a>","Special Collections and University Archives, Virginia Tech, Blacksburg, Va.","The Tin Horn, [Blacksburg, Va.] : Co-Ed Regiment of the VPI.",,
