identifier,title,description,subject,relation,visibility
sfd,Salem Fire & EMS Department,"The Salem Fire & EMS Department is located in Salem, VA. This collection demonstrates the history of the professionalization and modernization of the Salem Fire Department, as it transformed from a voluntary service (1854) to a professional service at the turn of the 19th century. 
This collection contains handwritten documents recording foundation and modernization of Salem fire department and incidents they responded to.",Fire departments|| Virginia,https://salemva.gov/Departments/Salem-Fire-EMS,TRUE
