identifier,title,description,provenance,language,visibility,relation,rights,parent_collection,is_part_of,thumbnail_path
fchs,Floyd County Historical Society,"The mission of the Floyd County Historical Society is to safeguard the history of Floyd County, oversee historically significant donations, and offer educational initiatives. The society fosters an appreciation for Floyd County's past by showcasing and interpreting its rich collection of historical artifacts.",,en,True,"<a href=""https://floydhistoricalsociety.org/"">Floyd County Historical Society</a>",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
