identifier,basis_of_record,occurrence_ID,other_identifier,MS_identifier,title,contributor,recordedBy,date,display_date,start_date,description,spatial,locality,location,decimalLatitude,decimalLongitude,repository,license,rights_holder,recordId,references,georeferencedBy,identifiedBy,type,format,visibility
VTEC000007741,PreservedSpecimen,Occurrence ID: 3cd5502f-c096-4af2-b133-96d3ac6757cc,Occurrence ID: 3cd5502f-c096-4af2-b133-96d3ac6757cc||Record ID: 3cd5502f-c096-4af2-b133-96d3ac6757cc,624908,Aglais io (Linnaeus 1758),V. Kubelka (recorded by)||H. P. Dunleavy (georeferenced by),V. Kubelka (recorded by),1970-07-04,1970-07-04,1970/07/04,lifeStage: Adult||preparations: pinned specimen,"""Bohemia, Czech Republic""",Prague,50.075538 || 14.4378,50.075538,14.4378,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,3cd5502f-c096-4af2-b133-96d3ac6757cc,https://ecdysis.org/collections/individual/index.php?occid=1732675,H. P. Dunleavy (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007771,PreservedSpecimen,Occurrence ID: 2ee248a6-3e3e-47d4-81cc-5b41106422a5,Occurrence ID: 2ee248a6-3e3e-47d4-81cc-5b41106422a5||Record ID: 2ee248a6-3e3e-47d4-81cc-5b41106422a5,624909,"Vanessa braziliensis (Moore, 1883)",H. P. Dunleavy (georeferenced by),,1937-11-02,1937-11-02,1937/11/02,lifeStage: Adult||preparations: pinned specimen,"""Rockbridge, Virginia, United States""",Lex. [Lexington],37.784021 || -79.442816,37.784021,-79.442816,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,2ee248a6-3e3e-47d4-81cc-5b41106422a5,https://ecdysis.org/collections/individual/index.php?occid=1732708,H. P. Dunleavy (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007774,PreservedSpecimen,Occurrence ID: 776b8807-8b39-4b26-bab3-3a5a111b68c2,Occurrence ID: 776b8807-8b39-4b26-bab3-3a5a111b68c2||Record ID: 776b8807-8b39-4b26-bab3-3a5a111b68c2,624910,"Agraulis vanillae (Linnaeus, 1758)",G.T. Harrison (georeferenced by),,1965-02-23,1965-02-23,1965/02/23,lifeStage: Adult||preparations: pinned specimen,"""Monroe, Florida, United States""",,25.567079 || -81.125285,25.567079,-81.125285,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,776b8807-8b39-4b26-bab3-3a5a111b68c2,https://ecdysis.org/collections/individual/index.php?occid=1732721,G.T. Harrison (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007781,PreservedSpecimen,Occurrence ID: a7a17467-3417-4d6e-b942-986de21fa15c,Occurrence ID: a7a17467-3417-4d6e-b942-986de21fa15c||Record ID: a7a17467-3417-4d6e-b942-986de21fa15c,624911,"Euptoieta claudia (Cramer, 1775)",CA Pague (recorded by)||G.T. Harrison (georeferenced by),CA Pague (recorded by),1987-08-30,1987-08-30,1987/08/30,lifeStage: Adult||preparations: pinned specimen,"""Suffolk, Virginia, United States""",Cypress Swamp,36.728149 || -76.583585,36.728149,-76.583585,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,a7a17467-3417-4d6e-b942-986de21fa15c,https://ecdysis.org/collections/individual/index.php?occid=1732728,G.T. Harrison (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007785,PreservedSpecimen,Occurrence ID: 0817ddcb-935d-4082-a71d-f138e8ddc145,Occurrence ID: 0817ddcb-935d-4082-a71d-f138e8ddc145||Record ID: 0817ddcb-935d-4082-a71d-f138e8ddc145,624912,"Nymphalis antiopa (Linnaeus, 1758)",E. L. Quinter (recorded by)||G.T. Harrison (georeferenced by)||Eric L. Quinter (identified by),E. L. Quinter (recorded by),1968-06-16,1968-06-16,1968/06/16,habitat: Larvae in Salix discolor (american pussy willow)||lifeStage: Adult||preparations: pinned specimen,"""Auburn, Schuylkill, Pennsylvania, United States""",Auburn,40.598425 || -76.093272,40.598425,-76.093272,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,0817ddcb-935d-4082-a71d-f138e8ddc145,https://ecdysis.org/collections/individual/index.php?occid=1732732,G.T. Harrison (georeferenced by),Eric L. Quinter (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007794,PreservedSpecimen,Occurrence ID: b5e24703-e09f-4073-8464-c481a9f995be,Occurrence ID: b5e24703-e09f-4073-8464-c481a9f995be||Record ID: b5e24703-e09f-4073-8464-c481a9f995be,624914,"Euphydryas phaeton (Drury, 1773)",H. LaBeau (recorded by)||H. P. Dunleavy (georeferenced by),H. LaBeau (recorded by),1971-07-28,1971-07-28,1971/07/28,lifeStage: Adult||preparations: pinned specimen,"""Berkshire, Massachusetts, United States""",N. Adams,42.62425 || -73.117603,42.62425,-73.117603,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,b5e24703-e09f-4073-8464-c481a9f995be,https://ecdysis.org/collections/individual/index.php?occid=1732741,H. P. Dunleavy (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007813,PreservedSpecimen,Occurrence ID: ac268ed5-f6bb-419a-843d-ba2a31ffbad7,Occurrence ID: ac268ed5-f6bb-419a-843d-ba2a31ffbad7||Record ID: ac268ed5-f6bb-419a-843d-ba2a31ffbad7,624916,"Junonia coenia (Hübner, 1822)",Hamid (recorded by)||L. F. Vasquez (georeferenced by),Hamid (recorded by),1986-08-07,1986-08-07,1986/08/07,lifeStage: Adult||preparations: pinned specimen,"""Nottoway, Virginia, United States""",,37.143063 || -78.051264,37.143063,-78.051264,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,ac268ed5-f6bb-419a-843d-ba2a31ffbad7,https://ecdysis.org/collections/individual/index.php?occid=1732765,L. F. Vasquez (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007827,PreservedSpecimen,Occurrence ID: d4187b1d-8cbd-442b-a7aa-5bea04a410d3,Occurrence ID: d4187b1d-8cbd-442b-a7aa-5bea04a410d3||Record ID: d4187b1d-8cbd-442b-a7aa-5bea04a410d3,627745,Cynthia cardui (Linnaeus 1758),ANG B.N. (recorded by)||G.T. Harrison (georeferenced by),ANG B.N. (recorded by),1988-10-07,1988-10-07,1988/10/07,habitat: Larva feeding on thistles||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",,37.15652 || -80.318935,37.15652,-80.318935,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,d4187b1d-8cbd-442b-a7aa-5bea04a410d3,https://ecdysis.org/collections/individual/index.php?occid=1732779,G.T. Harrison (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007829,PreservedSpecimen,Occurrence ID: b96e2fd0-f4fc-4607-8480-b86cf689fe11,Occurrence ID: b96e2fd0-f4fc-4607-8480-b86cf689fe11||Record ID: b96e2fd0-f4fc-4607-8480-b86cf689fe11,627747,Limenitidinae,,,1958-08-04,1958-08-04,1958/08/04,lifeStage: Adult||preparations: pinned specimen,"""Boulder, Colorado, United States""",Nederland,39.96139 || -105.51028,39.96139,-105.51028,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,b96e2fd0-f4fc-4607-8480-b86cf689fe11,https://ecdysis.org/collections/individual/index.php?occid=1732781,,,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007839,PreservedSpecimen,Occurrence ID: 74b862d1-bac0-40e5-8ed2-5f47155b6ee4,Occurrence ID: 74b862d1-bac0-40e5-8ed2-5f47155b6ee4||Record ID: 74b862d1-bac0-40e5-8ed2-5f47155b6ee4,627748,Limenitis arthemis (Drury),P. K. Powell (recorded by)||H. P. Dunleavy (georeferenced by),P. K. Powell (recorded by),1976-06-04,1976-06-04,1976/06/04,lifeStage: Adult||preparations: pinned specimen,"""Alleghany, Virginia, United States""","Rumsey's Draft, 7 miles SW of Covington",37.721655 || -80.084767,37.721655,-80.084767,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,74b862d1-bac0-40e5-8ed2-5f47155b6ee4,https://ecdysis.org/collections/individual/index.php?occid=1732791,H. P. Dunleavy (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004880,PreservedSpecimen,Occurrence ID: ccb36245-dc26-4daa-bd9b-4643ea481150,Occurrence ID: ccb36245-dc26-4daa-bd9b-4643ea481150||Record ID: ccb36245-dc26-4daa-bd9b-4643ea481150,627750,"Megacyllene robiniae (Forster, 1771)",Barry Lee Bressler (recorded by)||M. E. Hellier (georeferenced by)||G. Schiermeyer (identified by),Barry Lee Bressler (recorded by),1980-09-01,1980-09-01,1980/09/01,lifeStage: Adult||preparations: pinned specimen,"""Stafford, Virginia, United States""",,38.414949 || -77.451546,38.414949,-77.451546,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,ccb36245-dc26-4daa-bd9b-4643ea481150,https://ecdysis.org/collections/individual/index.php?occid=1730466,M. E. Hellier (georeferenced by),G. Schiermeyer (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006065,PreservedSpecimen,Occurrence ID: 35426422-b894-4467-8333-a7f288dc1ede,Occurrence ID: 35426422-b894-4467-8333-a7f288dc1ede||Record ID: 35426422-b894-4467-8333-a7f288dc1ede,634564,"Pyrgus communis (Grote, 1872)",Ron Baer (recorded by)||S. S. Benbow (georeferenced by)||R. G. Baer (identified by),Ron Baer (recorded by),1973-07-02,1973-07-02,1973/07/02,lifeStage: Adult||preparations: pinned specimen,"""Clarke, Georgia, United States""",Athens,33.960948 || -83.377936,33.960948,-83.377936,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,35426422-b894-4467-8333-a7f288dc1ede,https://ecdysis.org/collections/individual/index.php?occid=3745752,S. S. Benbow (georeferenced by),R. G. Baer (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006064,PreservedSpecimen,Occurrence ID: 48cd694e-9a3e-4024-8202-857df6a7ce16,Occurrence ID: 48cd694e-9a3e-4024-8202-857df6a7ce16||Record ID: 48cd694e-9a3e-4024-8202-857df6a7ce16,634563,"Heliopetes ericetorum (Boisduval, 1852)",W. Freeman (recorded by)||S. S. Benbow (georeferenced by),W. Freeman (recorded by),1955-03-24,1955-03-24,1955/03/24,lifeStage: Adult||preparations: pinned specimen,"""Ventura, California, United States""",Newbury park,34.173663 || -118.941723,34.173663,-118.941723,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,48cd694e-9a3e-4024-8202-857df6a7ce16,https://ecdysis.org/collections/individual/index.php?occid=3745694,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006061,PreservedSpecimen,Occurrence ID: cefd0e46-994b-4dce-baaf-e7745de9380b,Occurrence ID: cefd0e46-994b-4dce-baaf-e7745de9380b||Record ID: cefd0e46-994b-4dce-baaf-e7745de9380b,634562,VTEC000006061,C. V. Covell (recorded by)||S. S. Benbow (georeferenced by),C. V. Covell (recorded by),1960-07-06,1960-07-06,1960/07/06,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Blacksburg,37.229573 || -80.413939,37.229573,-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,cefd0e46-994b-4dce-baaf-e7745de9380b,https://ecdysis.org/collections/individual/index.php?occid=3745266,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006060,PreservedSpecimen,Occurrence ID: 0be6535e-7658-4869-90a6-18c6bfb5c601,Occurrence ID: 0be6535e-7658-4869-90a6-18c6bfb5c601||Record ID: 0be6535e-7658-4869-90a6-18c6bfb5c601,634561,"Apodemia virgulti (Behr, 1865)",S. S. Benbow (georeferenced by),,1953-03-31,1953-03-31,1953/03/31,lifeStage: Adult||preparations: pinned specimen,"""Los angeles, California, United States""",Littlerock,34.521104 || -117.983679,34.521104,-117.983679,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,0be6535e-7658-4869-90a6-18c6bfb5c601,https://ecdysis.org/collections/individual/index.php?occid=3745263,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006058,PreservedSpecimen,Occurrence ID: 0a93bf0b-7ff9-44e2-92f1-510c13cb4f3d,Occurrence ID: 0a93bf0b-7ff9-44e2-92f1-510c13cb4f3d||Record ID: 0a93bf0b-7ff9-44e2-92f1-510c13cb4f3d,634560,Rhyacionia frustrana (Comstock),L. A. Hetrick (recorded by)||S. S. Benbow (georeferenced by)||J. Brown (identified by),L. A. Hetrick (recorded by),1939-02-15,1939-02-15,1939/02/15,lifeStage: Adult||preparations: pinned specimen,"""King william, Virginia, United States""",West point,37.531534 || -76.79635,37.531534,-76.79635,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,0a93bf0b-7ff9-44e2-92f1-510c13cb4f3d,https://ecdysis.org/collections/individual/index.php?occid=3745005,S. S. Benbow (georeferenced by),J. Brown (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006055,PreservedSpecimen,Occurrence ID: 2bd430b9-7693-46c9-9e1a-1ab22d4a97aa,Occurrence ID: 2bd430b9-7693-46c9-9e1a-1ab22d4a97aa||Record ID: 2bd430b9-7693-46c9-9e1a-1ab22d4a97aa,634559,Choristoneura pinus (Freeman),T. X. Liu (recorded by)||S. S. Benbow (georeferenced by)||J. Brown (identified by),T. X. Liu (recorded by),1986-07-24,1986-07-24,1986/07/24,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",,37.137911 || -80.37112,37.137911,-80.37112,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,2bd430b9-7693-46c9-9e1a-1ab22d4a97aa,https://ecdysis.org/collections/individual/index.php?occid=3745003,S. S. Benbow (georeferenced by),J. Brown (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006052,PreservedSpecimen,Occurrence ID: ba1be3c9-be03-47bc-9565-b4be5957e10a,Occurrence ID: ba1be3c9-be03-47bc-9565-b4be5957e10a||Record ID: ba1be3c9-be03-47bc-9565-b4be5957e10a,634558,Choristoneura obsoletana (Walker),L. A. Hetrick (recorded by)||S. S. Benbow (georeferenced by)||J. Brown (identified by),L. A. Hetrick (recorded by),1941-09-01,1941-09-01,1941/09/01,lifeStage: Adult||preparations: pinned specimen,"""Northumberland, Virginia, United States""",,37.851861 || -76.426313,37.851861,-76.426313,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,ba1be3c9-be03-47bc-9565-b4be5957e10a,https://ecdysis.org/collections/individual/index.php?occid=3745000,S. S. Benbow (georeferenced by),J. Brown (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006051,PreservedSpecimen,Occurrence ID: aae759f3-551f-40cb-8c07-c6ad207e668a,Occurrence ID: aae759f3-551f-40cb-8c07-c6ad207e668a||Record ID: aae759f3-551f-40cb-8c07-c6ad207e668a,634557,Synanthedon scitula (Harris),D. Frank (recorded by)||S. S. Benbow (georeferenced by),D. Frank (recorded by),2007-08-15,2007-08-15,2007/08/15,lifeStage: Adult||preparations: pinned specimen,"""Frederick, Virginia, United States""","595 Laurel Grove Rd, Winchester",39.109546 || -78.280291,39.109546,-78.280291,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,aae759f3-551f-40cb-8c07-c6ad207e668a,https://ecdysis.org/collections/individual/index.php?occid=3744999,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006050,PreservedSpecimen,Occurrence ID: 8119bf78-06d3-4f81-8292-f990dc7eb5cd,Occurrence ID: 8119bf78-06d3-4f81-8292-f990dc7eb5cd||Record ID: 8119bf78-06d3-4f81-8292-f990dc7eb5cd,634556,"Synanthedon exitiosa (Say, 1823)",D. Frank (recorded by)||S. S. Benbow (georeferenced by),D. Frank (recorded by),2007-07-18,2007-07-18,2007/07/18,lifeStage: Adult||preparations: pinned specimen,"""Frederick, Virginia, United States""","595 Laurel Grove Rd, Winchester",39.109546 || -78.280291,39.109546,-78.280291,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,8119bf78-06d3-4f81-8292-f990dc7eb5cd,https://ecdysis.org/collections/individual/index.php?occid=3744998,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006049,PreservedSpecimen,Occurrence ID: 5fab6831-dd4d-4372-9d96-922d31d17254,Occurrence ID: 5fab6831-dd4d-4372-9d96-922d31d17254||Record ID: 5fab6831-dd4d-4372-9d96-922d31d17254,634555,"Synanthedon exitiosa (Say, 1823)",D. Frank (recorded by)||S. S. Benbow (georeferenced by),D. Frank (recorded by),2007-07-30,2007-07-30,2007/07/30,lifeStage: Adult||preparations: pinned specimen,"""Frederick, Virginia, United States""","595 Laurel Grove Rd, Winchester",39.109546 || -78.280291,39.109546,-78.280291,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,5fab6831-dd4d-4372-9d96-922d31d17254,https://ecdysis.org/collections/individual/index.php?occid=3744997,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006048,PreservedSpecimen,Occurrence ID: 8f81ae91-9571-4248-89ec-ddcb6285c9d8,Occurrence ID: 8f81ae91-9571-4248-89ec-ddcb6285c9d8||Record ID: 8f81ae91-9571-4248-89ec-ddcb6285c9d8,634554,Vitacea polistiformis (Harris),D. Frank (recorded by)||S. S. Benbow (georeferenced by),D. Frank (recorded by),2007-08-02,2007-08-02,2007/08/02,lifeStage: Adult||preparations: pinned specimen,"""Frederick, Virginia, United States""","595 Laurel Grove Rd, Winchester",39.109546 || -78.280291,39.109546,-78.280291,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,8f81ae91-9571-4248-89ec-ddcb6285c9d8,https://ecdysis.org/collections/individual/index.php?occid=3744996,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
