basis_of_record,other_identifier,identifier,title,contributor,date,display_date,start_date,description,spatial,locality,decimalLatitude,decimalLongitude,Locality,Repository,license,rights_holder,recordId,references,visibility,type,format
PreservedSpecimen,Occurrence ID: 41b13f18-ec65-4662-b8c8-c6f23c92413d,VTEC000004974,"Megisto cymela ((Cramer, 1777))",C. V. Covell (recorded by),1960-07-07,1960-07-07,1960/07/07,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Brush Mountain,37.28093,-80.44341,37.28093||-80.44341,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:41b13f18-ec65-4662-b8c8-c6f23c92413d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978367,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: b354dfe6-1587-494b-8b58-24f8ef479954,VTEC000004975,"Megisto cymela ((Cramer, 1777))",C. V. Covell (recorded by),1960-07-21,1960-07-21,1960/07/21,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Poverty Hollow,37.249476,-80.52743,37.249476||-80.52743,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:b354dfe6-1587-494b-8b58-24f8ef479954,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978369,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 625098d9-b841-4cf2-ab37-e75e01c72349,VTEC000004976,"Megisto cymela ((Cramer, 1777))",C. V. Covell (recorded by),1960-06-23,1960-06-23,1960/06/23,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States","Price's Fork, Blacksburg",37.20969,-80.489901,37.20969||-80.489901,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:625098d9-b841-4cf2-ab37-e75e01c72349,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978373,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: ba47b7c8-ad3c-435d-ab01-1d17f76cf57f,VTEC000004977,Neonympha areolatus ((Smith)),C. V. Covell (recorded by),1961-03-30,1961-03-30,1961/03/30,lifeStage: Adult||preparations: pinned specimen,"Lee, Florida, United States","Rt. 41, .5 mi. North of North. Ft. Myers",26.674494,-81.899579,26.674494||-81.899579,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:ba47b7c8-ad3c-435d-ab01-1d17f76cf57f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978377,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 7741e22e-58f1-4c14-90f0-77642f83df3b,VTEC000004978,Neonympha areolatus ((Smith)),E. A. Symth (recorded by),1968-11-27,1968-11-27,1968/11/27,lifeStage: Adult||preparations: pinned specimen,"Palm Beach, Florida, United States",0,26.722246,-80.152252,26.722246||-80.152252,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:7741e22e-58f1-4c14-90f0-77642f83df3b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978389,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: a4c2c265-b5d8-4d4f-932d-8c9f27d31e53,VTEC000004979,Cyllopsis gemma ((Hübner)),,1953-08-20,1953-08-20,1953/08/20,lifeStage: Adult||preparations: pinned specimen,"Forsyth, North Carolina, United States",Vade Mecum,36.418749,-80.30672,36.418749||-80.30672,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:a4c2c265-b5d8-4d4f-932d-8c9f27d31e53,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47978408,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 2eba3c28-f53f-433f-934a-d811584b808b,VTEC000004980,Cyllopsis gemma ((Hübner)),C. V. Covell (recorded by),1961-03-23,1961-03-23,1961/03/23,lifeStage: Adult||preparations: pinned specimen,"Wakulla, Florida, United States",Wakulla Springs; 30.233536 -84.305176,30.233536,-84.305176,30.233536||-84.305176,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:2eba3c28-f53f-433f-934a-d811584b808b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979625,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: fef35027-93e0-45a7-9ff6-c93d098b1c35,VTEC000004981,Cyllopsis pertepida dorothea (Nabokov 1943),,1964-06-14,1964-06-14,1964/06/14,lifeStage: Adult||preparations: pinned specimen,"Cochise, Arizona, United States",Chiricahua Mountains,31.858164,-109.332118,31.858164||-109.332118,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:fef35027-93e0-45a7-9ff6-c93d098b1c35,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979626,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 926d5cde-2541-49ca-bf72-71fb410c5e2f,VTEC000004982,Hermeuptychia sosybius ((Fabricius)),C. V. Covell (recorded by),1961-03-23,1961-03-23,1961/03/23,lifeStage: Adult||preparations: pinned specimen,"Wakulla, Florida, United States",Wakulla Springs,30.233536,-84.305176,30.233536||-84.305176,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:926d5cde-2541-49ca-bf72-71fb410c5e2f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979629,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 825602d0-069f-49ba-9616-3234e007d84f,VTEC000004983,Hermeuptychia sosybius ((Fabricius)),C. V. Covell (recorded by),1961-03-23,1961-03-23,1961/03/23,lifeStage: Adult||preparations: pinned specimen,"Wakulla, Florida, United States",Wakulla Springs,30.233536,-84.305176,30.233536||-84.305176,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:825602d0-069f-49ba-9616-3234e007d84f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979633,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: fc85c967-768d-4abe-934a-4ddca5cbc641,VTEC000004984,Hermeuptychia sosybius ((Fabricius)),A. H. Showalter (recorded by),1972-08-20,1972-08-20,1972/08/20,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Poverty Creek,37.25534,-80.521605,37.25534||-80.521605,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:fc85c967-768d-4abe-934a-4ddca5cbc641,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979636,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 2eff2ac1-d2c2-4950-9b54-2b6b74add959,VTEC000004985,Hermeuptychia sosybius ((Fabricius)),J. Fuller (recorded by),1961-06,1961-06,1961/06,lifeStage: Adult||preparations: pinned specimen,"Indian River, Florida, United States",Vero Beach,27.638643,-80.397274,27.638643||-80.397274,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:2eff2ac1-d2c2-4950-9b54-2b6b74add959,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979639,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 3daf9daf-98f7-4902-a56e-a7bdf0ac946a,VTEC000004986,Hermeuptychia sosybius ((Fabricius)),,1951-04-27,1951-04-27,1951/04/27,lifeStage: Adult||preparations: pinned specimen,"Southern Pines, Moore, North Carolina, United States",Southern Pines,35.17389,-79.3925,35.17389||-79.3925,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:3daf9daf-98f7-4902-a56e-a7bdf0ac946a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979640,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 8521c3ef-5554-4201-a7bd-1506b8af4da7,VTEC000004987,Hermeuptychia sosybius ((Fabricius)),C. V. Covell (recorded by),1960-04-30,1960-04-30,1960/04/30,lifeStage: Adult||preparations: pinned specimen,"Suffolk, Virginia, United States",Jericho Ditch nr. Suffolk,36.716659,-76.52922,36.716659||-76.52922,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8521c3ef-5554-4201-a7bd-1506b8af4da7,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979642,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: ec227ff1-73bb-4111-a002-38f97084bc6d,VTEC000004988,Hermeuptychia sosybius ((Fabricius)),C. V. Covell (recorded by),1961-03-23,1961-03-23,1961/03/23,lifeStage: Adult||preparations: pinned specimen,"Wakulla, Florida, United States",Wakulla Springs,30.233536,-84.305176,30.233536||-84.305176,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:ec227ff1-73bb-4111-a002-38f97084bc6d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979901,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 840e8090-9832-4e27-ae64-6335b76edc2c,VTEC000004989,Hermeuptychia sosybius ((Fabricius)),C. V. Covell (recorded by),1960-04-30,1960-04-30,1960/04/30,lifeStage: Adult||preparations: pinned specimen,"Suffolk, Virginia, United States",Jericho Ditch nr. Suffolk,36.716659,-76.52922,36.716659||-76.52922,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:840e8090-9832-4e27-ae64-6335b76edc2c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979903,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 7db98316-8e3a-41cb-91e3-fd612ad80f1f,VTEC000004990,Cercyonis pegala pegala (Fabricius 1775),C. V. Covell (recorded by),1959-07-18,1959-07-18,1959/07/18,lifeStage: Adult||preparations: pinned specimen,"Virginia Beach, Virginia, United States",Pungo,36.723484,-76.017708,36.723484||-76.017708,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:7db98316-8e3a-41cb-91e3-fd612ad80f1f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979907,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: b124210c-8f85-4747-ae66-845a36dd49df,VTEC000004991,Cercyonis pegala pegala (Fabricius 1775),G. B. Straley (recorded by),1970-08-01,1970-08-01,1970/08/01,lifeStage: Adult||preparations: pinned specimen,"Virginia Beach, Virginia, United States",Muddy Creek Road,36.680684,-75.984117,36.680684||-75.984117,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:b124210c-8f85-4747-ae66-845a36dd49df,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979923,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 4df805ae-674c-46b9-a0da-8742267b8c72,VTEC000004992,Cercyonis pegala pegala (Fabricius 1775),,1937-07-14,1937-07-14,1937/07/14,lifeStage: Adult||preparations: pinned specimen,"Winchester, Virginia, United States",Winchester,39.176618,-78.173569,39.176618||-78.173569,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:4df805ae-674c-46b9-a0da-8742267b8c72,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979944,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: bcadf246-3a8d-4701-86e4-b7791e221543,VTEC000004993,Cercyonis pegala pegala (Fabricius 1775),G. B. Straley (recorded by),1971-09-04,1971-09-04,1971/09/04,lifeStage: Adult||preparations: pinned specimen,"Virginia Beach, Virginia, United States","Pleasant Ridge Road, Va. Beach",36.680602,-75.984044,36.680602||-75.984044,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:bcadf246-3a8d-4701-86e4-b7791e221543,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979949,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: a4da6da7-71a1-44d0-8f52-30b83a325b6c,VTEC000004994,Cercyonis pegala pegala (Fabricius 1775),G. B. Straley (recorded by),1972-07-22,1972-07-22,1972/07/22,lifeStage: Adult||preparations: pinned specimen,"Virginia Beach, Virginia, United States","Muddy Creek Rd., Va. Beach",36.673878,-75.984778,36.673878||-75.984778,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:a4da6da7-71a1-44d0-8f52-30b83a325b6c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979950,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 180c1f6b-7a18-40f0-8822-f6d0a51aa461,VTEC000004995,Cercyonis pegala maritima (Edwards 1880),C. V. Covell (recorded by),1960-07-06,1960-07-06,1960/07/06,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Brush Mountain,37.280622,-80.442852,37.280622||-80.442852,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:180c1f6b-7a18-40f0-8822-f6d0a51aa461,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979951,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 7e53056f-b8cf-47c9-bc21-8ea3512786d8,VTEC000004996,Cercyonis pegala pegala (Fabricius 1775),C. V. Covell (recorded by),1960-06-27,1960-06-27,1960/06/27,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States","Price's Fork, Blacksburg",37.20969,-80.489901,37.20969||-80.489901,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:7e53056f-b8cf-47c9-bc21-8ea3512786d8,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979952,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 150d4c12-b523-4476-a67b-d2489a8be2e3,VTEC000004997,Cercyonis pegala pegala (Fabricius 1775),C. V. Covell (recorded by),1960-07-24,1960-07-24,1960/07/24,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Poverty Hollow,37.250313,-80.528096,37.250313||-80.528096,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:150d4c12-b523-4476-a67b-d2489a8be2e3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47979953,True,still image,image/tiff
